"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"52813","US-Mexico Border","January 28, 2020","2020","Jan","1","","1","","","","","Drowning","Río Bravo, near International Bridge II, Eagle Pass, Maverick County, Texas, USA","Zócalo","28.697333006013, -100.510196847620","Central America to US","http://archive.ph/tKDR8, http://archive.ph/Mg0oB","Northern America","3"
"52892","South America","January 28, 2020","2020","Jan","1","","1","2","","1","","Vehicle Accident","KM 340 of Carretera Panamericana Norte, near Distrito de Casma, Áncash, Perú","Andina, La República","-9.468165673086, -78.316531763908","","https://archive.ph/IDZhJ, https://archive.ph/8hjG5","South America","3"
"52812","US-Mexico Border","January 28, 2020","2020","Jan","1","","1","1","","1","","Drowning","Río Bravo, near Ejido El Centinela, Piedras Negras, Coahuila, Mexico","La Prensa de Monclova, Zócalo","28.788763982162, -100.533543201090","Central America to US","http://archive.ph/sHYRr, http://archive.ph/tKDR8","Central America","3"
"54732","US-Mexico Border","January 28, 2020","2020","Jan","1","","1","","","1","","Unknown","Unspecified location in Coahuila, Mexico","Instituto Nacional de Migración (Grupos Beta)","27.843300200000, -101.119713400000","","","Central America","5"
"52925","Sub-Saharan Africa","January 27, 2020","2020","Jan","1","","1","2","1","","","Shot","Niger-Algeria border, near N’Guezzam, Algeria","IOM Niger","19.438952342166, 5.815740512500","","","Western Africa","4"
"53768","US-Mexico Border","January 26, 2020","2020","Jan","1","","1","","","1","","Unknown (multiple blunt force injuries)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.192124500000, -112.760369300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52799","Mediterranean","January 25, 2020","2020","Jan","3","2","5","1","","","","Presumed drowning","One nautical mile off the coast of Mersin, Turkey","Turkish Coast Guard","36.751170397979, 34.646668995149","Eastern Mediterranean","http://archive.ph/V0gLh, http://archive.ph/YpB8Z","Uncategorized","5"
"52798","Central America","January 25, 2020","2020","Jan","1","","1","","","1","","Hit by train","Train tracks in Colonia Pakalná, Palenque, Chiapas, Mexico","Cuarto Poder; Ecos Mayas","17.542064600000, -91.989376200000","","http://bit.ly/3aKH9m1, https://archive.vn/Ewg8r","Central America","3"
"52795","Central America","January 23, 2020","2020","Jan","1","","1","","","1","","Hit by train","Train tracks in San Juan Evangelista, Veracruz, Mexico","Al Calor Político","17.887207400000, -95.138674200000","","http://archive.ph/kYgxS","Central America","1"
"53767","US-Mexico Border","January 23, 2020","2020","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.291495800000, -111.363360600000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53689","North Africa","January 23, 2020","2020","Jan","1","","1","","1","","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Timiaouine, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.434520000000, 1.809960000000","","","Northern Africa","2"
"53688","North Africa","January 23, 2020","2020","Jan","2","","2","","","1","1","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.764020000000, 14.035110000000","","","Northern Africa","2"
"52790","Europe","January 23, 2020","2020","Jan","1","","1","9","","","","Vehicle Accident","Road between Kavala and Amigdaleonas, east of Thessaloniki, Greece","IOM Greece, Kavala Web News","40.943226797007, 24.375423792928","","http://bit.ly/30NcrnI","Southern Europe","4"
"53687","North Africa","January 23, 2020","2020","Jan","2","","2","","","1","1","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.764020000000, 14.035110000000","","","Northern Africa","2"
"52797","Southeast Asia","January 23, 2020","2020","Jan","1","9","10","10","1","","","Drowning","Off the coast of Tanjung Medang, District of North Rupat, Bengkalis Regency, Riau Province, Indonesia - en route to Malaysia","VoA Indonesia, AFP","2.169159487437, 101.608538654060","","http://archive.ph/AvOVB, http://archive.ph/EGsYn, http://archive.ph/HOr0s","South-eastern Asia","3"
"52796","US-Mexico Border","January 23, 2020","2020","Jan","1","","1","","","1","","Drowning","Río Bravo, near the Rio Grande City – Camargo International Bridge, Camargo, Tamaulipas, Mexico","Milenio, La Tarde","26.365632678802, -98.802563874984","Central America to US","http://bit.ly/3aLy9x0, http://bit.ly/37xpa0t","Central America","3"
"53684","North Africa","January 22, 2020","2020","Jan","1","","1","","","1","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.764020000000, 14.035110000000","","","Northern Africa","2"
"53766","US-Mexico Border","January 22, 2020","2020","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54366","South America","January 22, 2020","2020","Jan","1","","1","","1","","","Stabbed","Carrera 80 con calle 65, Robledo, Medellin, Antioquia, Colombia","Alerta Paisa","6.273366900000, -75.592998900000","","https://archive.ph/uTDIl","South America","1"
"52789","Central America","January 22, 2020","2020","Jan","1","","1","","","1","","Injuries","Died in hospital in Saltillo, Coahuila, Mexico - from injuries sustained in a fire on 16 January","Vanguardia, El Heraldo de Saltillo","25.477285800000, -100.978785800000","","http://bit.ly/2uqPfQa, http://bit.ly/2NSvYOi","Central America","3"
"53686","North Africa","January 22, 2020","2020","Jan","2","","2","","2","","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Vehicle Accident","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.787960000000, 5.527180000000","","","Northern Africa","2"
"53685","North Africa","January 22, 2020","2020","Jan","2","","2","","2","","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.787960000000, 5.527180000000","","","Northern Africa","2"
"52794","US-Mexico Border","January 21, 2020","2020","Jan","1","","1","","1","","","Sickness and lack of access to medicines","Hospital General de Zona Número 11, Nuevo Laredo, Tamaulipas, Mexico","Sin Frontera Magazine, Vox Pópuli","27.496509800000, -99.504957300000","Central America to US","http://archive.ph/MdA5G, http://archive.ph/dWfwq","Central America","3"
"53683","North Africa","January 21, 2020","2020","Jan","1","","1","","","1","","","Unspecified location in Egypt, near border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.655609000000, 25.082314000000","","","Northern Africa","2"
"53682","Sub-Saharan Africa","January 21, 2020","2020","Jan","2","","2","","","2","","Sickness and lack of access to medicines, Dehydration","Unspecified location in Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.454166000000, 18.732206000000","","","","2"
"53765","US-Mexico Border","January 21, 2020","2020","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.017756700000, -112.164876400000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54595","US-Mexico Border","January 20, 2020","2020","Jan","1","","1","","","","","Unknown (skeletal remains)","Barry Goldwater Range, Yuma County, Arizona, USA","Yuma County Medical Examiner","32.258427900000, -113.399432500000","","","Northern America","5"
"53681","North Africa","January 20, 2020","2020","Jan","1","","1","","1","","","Sickness and lack of access to medicines","Qatrun, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.934383000000, 14.633161000000","","","Northern Africa","2"
"52788","US-Mexico Border","January 20, 2020","2020","Jan","1","","1","","","1","","Drowning","Río Bravo, near Quemado, Maverick County, Texas, USA","SuperChannel 12, GMNoticias","28.941157953509, -100.649481893780","Central America to US","http://bit.ly/3aE09T9, http://bit.ly/36kMYn5","Northern America","3"
"53680","Sub-Saharan Africa","January 19, 2020","2020","Jan","2","","2","","","2","","Vehicle Accident","Bousso, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.733293000000, 10.465947000000","","","","2"
"53679","North Africa","January 19, 2020","2020","Jan","1","","1","","1","","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.787960000000, 5.527180000000","","","Northern Africa","2"
"54731","US-Mexico Border","January 19, 2020","2020","Jan","1","","1","","","1","","Unknown","Unspecified location in Chiapas, Mexico","Instituto Nacional de Migración (Grupos Beta)","16.756931800000, -93.129235300000","","","Central America","5"
"52787","Europe","January 18, 2020","2020","Jan","1","","1","","","1","","Hit by train","Train tracks near Thessaloniki Bridge, on the Eidomeni-Thessaloniki train line, Greece","Karfitsa","40.696920113842, 22.808082002541","","http://bit.ly/36fhNJH","Southern Europe","1"
"52902","Central America","January 18, 2020","2020","Jan","1","","1","","","1","","Murder","Unspecified location near Chiapas, Mexico","La Prensa Gráfica","16.756931800000, -93.129235300000","Central America to US","https://www.laprensagrafica.com/elsalvador/Sepultan-a-migrante-que-fue-asesinado-20200225-0086.html","Central America","1"
"53678","Sub-Saharan Africa","January 17, 2020","2020","Jan","1","","1","","","1","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.973140000000, 7.989740000000","","","Northern Africa","2"
"53677","Sub-Saharan Africa","January 16, 2020","2020","Jan","1","","1","","","1","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.973140000000, 7.989740000000","","","Northern Africa","2"
"52786","Sub-Saharan Africa","January 16, 2020","2020","Jan","3","","3","3","1","2","1","Vehicle  accident","Louga, Senegal","NdarInfo, Igfm, Senenews","15.614176800000, -16.228680000000","","https://bit.ly/2FYVAVB, https://bit.ly/2TINU1Z, https://bit.ly/364j71X","Western Africa","3"
"53676","Sub-Saharan Africa","January 16, 2020","2020","Jan","3","","3","","1","1","","Sickness and lack of access to medicines","Duruku, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.040420000000, 44.135110000000","","","Northern Africa","2"
"53762","US-Mexico Border","January 16, 2020","2020","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53675","North Africa","January 15, 2020","2020","Jan","1","","1","","","1","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.764020000000, 14.035110000000","","","Northern Africa","2"
"53674","Sub-Saharan Africa","January 15, 2020","2020","Jan","1","","1","","","1","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Faya Largeau, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.920710000000, 19.096620000000","","","","2"
"54758","US-Mexico Border","January 15, 2020","2020","Jan","1","","1","","","1","","Unknown","Mount Laguna, San Diego County, California, USA","San Diego County Medical Examiner","32.867465300000, -116.418793100000","","","Northern America","5"
"53673","Sub-Saharan Africa","January 15, 2020","2020","Jan","1","","1","","","1","","","Moundou, Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.559160000000, 16.077950000000","","","","2"
"53672","North Africa","January 14, 2020","2020","Jan","2","","2","","1","1","","Starvation, Harsh weather/lack of adequate shelter","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","38.120720000000, 13.307010000000","","","Northern Africa","2"
"53671","North Africa","January 14, 2020","2020","Jan","2","","2","","1","1","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.022490000000, 14.440990000000","","","Northern Africa","2"
"53670","North Africa","January 14, 2020","2020","Jan","1","","1","","1","","","Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.022490000000, 14.440990000000","","","Northern Africa","2"
"53669","North Africa","January 14, 2020","2020","Jan","1","","1","","","1","","Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.649993000000, 14.543594000000","","","Northern Africa","2"
